"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","Executed Ipc Active","inst/cycle","0.09",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.00",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","ADU","%","0.63",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","CBU","%","0.24",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","FP16","%","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","FP64","%","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","LSU","%","2.51",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","Tensor (FP)","%","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","Tensor (INT)","%","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","TEX","%","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","Uniform","%","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","XU","%","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","Issue Slots Busy","%","2.59",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","Issued Ipc Active","inst/cycle","0.10",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","sm__inst_issued.max.pct_of_peak_sustained_active","%","88.07",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","SM Busy","%","2.59",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","ALU","%","1.57",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Compute Workload Analysis","FMA","%","1.26",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","ComputeWorkloadAnalysis","","","","HighPipeUtilization","WRN","All pipelines are under-utilized. Either this kernel is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details."
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Memory Workload Analysis","Memory Throughput","byte/second","819,444,444.44",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Memory Workload Analysis","Mem Busy","%","0.44",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Memory Workload Analysis","Max Bandwidth","%","0.58",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Memory Workload Analysis","L1/TEX Hit Rate","%","33.33",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Memory Workload Analysis","L2 Hit Rate","%","91.39",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Memory Workload Analysis","Mem Pipes Busy","%","0.04",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","37.74",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","44.48",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Barrier","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Branch Resolving","inst","0.33",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Dispatch Stall","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Drain","inst","0.43",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall IMC Miss","inst","18.21",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall LG Throttle","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Long Scoreboard","inst","14.18",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Math Pipe Throttle","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Membar","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall MIO Throttle","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Misc","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall No Instruction","inst","1",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Not Selected","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Selected","inst","1",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Short Scoreboard","inst","0.58",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Sleeping","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Tex Throttle","inst","0",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Stall Wait","inst","2.42",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","smsp__issue_active.avg.per_cycle_active","","0.03",
"0","96322","soft_dtw_perf_multi","127.0.0.1","sq_euclid_norm(unsigned int, unsigned int, float const*, float*)","2021-Mar-17 23:32:27","1","13","Warp State Statistics","Avg. Active Threads Per Warp","","25.00",
